1,速度超级快，我吃完才确认送达的。味道也很好，份量很足。
1,送餐迅速，味道好。
1,送餐很快，量足，很好吃，方便，个别菜不是很热，联系送餐时再现做。
0,三明治的沙拉酱不太好吃
1,速度很快，味道稍咸了一点。水果沙拉不错
1,还好，没有什么油水.。。。
1,就是很好～～～～
1,牛肉汉堡超级棒
1,很好吃的饭跟芝士土豆球。就是速度有点慢。
1,"很好吃,特别快就到了"
1,挺好吃的，还给了我4瓶饮料
1,"给了两袋辣椒酱好开森,但是勺子断了,太不抗用了,虽然我也没怎么期待吧"
1,"外卖小哥,大赞"
1,汤洒了些，量不错不过洒了弄得袋子有些脏。鸡蛋非常好吃！
1,很快，味道也可以
1,黑椒味道很足
1,一个人吃量有点大，希望有小份的
1,"速度很快，味道不错,，送餐小哥态度也不错~"
1,送餐很快很好吃
1,挺好的，不过麻烦包装的严密点，漏汤真的很烦人
1,就是送餐很难，着急的童鞋慎重
1,又快又好吃……还便宜还送沙拉……
1,"刚下那个单就给你打电话了,你一分钟就给我做出来了？平时定的时候你怎么没那么快啊,这回顶个单你这么快埋怨我"
1,还可以，送的时间算快的了，半小时吧～
1,非常好吃的，就是今天慢了点儿，
1,有点偏淡～
1,很好哦，不要米饭给送了沙拉，谢谢
1,不能再赞了，我由于饿了让提前送了，居然20分钟就送来了，而且服务态度很好，送餐的打大叔态度也很好。重要的是食物好吃，我非常喜欢。好评全5分
1,还不错，就是米饭有点水…
1,味道挺好的，就是鸡肉比较少～
0,年糕好辣，不是微辣，果汁是苹果汁，送过来的没有石榴汁，好像快过期了，沙拉怎么好多水
1,"很好,很方便"
1,东西不错，就是慢点
1,"实惠,送餐快"
1,鱿鱼炒饭比鱿鱼石锅拌饭好吃
1,泡菜特别棒，大赞！
1,还可以、分量也足、但是有点软了
1,"很方便,离学校很近"
1,"离学校近,很方便"
1,蘑菇给的分量挺足的这次
1,很好～很方便
1,好吃，划算
1,味道不错，配菜有黄瓜、萝卜、蘑菇，
1,好吃~送到北中医才十几分钟~\(≧▽≦)/~
1,棒棒哒！以后还会来滴～～～
1,一定要及时吃啊
1,挺好，就是薯蓉太干了
1,杂酱面量很大，味道不错，就是油太大。吃完很腻，藕丁很爽口
1,味道很不错，就是油很大，吃的有点腻！
1,前几天点的卤肉饭要是单卖里面的泡菜就更好了
1,很好吃，送餐速度也很快。
1,都不错，宝贝很爱吃，快递小哥辛苦了。
1,买多了，肉夹馍没吃，好大一碗面
1,很好！送餐员也很棒！
1,味道还可以，速度一般。
1,"已入肚(ฅ>ω<*ฅ)，都挺好吃的，不过重庆杂面酱有点咸了，感觉至少在少放上一勺盐才能接受。味道倒是不错。,日常:小哥辛苦了。"
1,因为我手机信号问题送餐员没联系上，于是我联系了店家，店家很nice帮联系了客服，之后送餐员就马上送到啦~面还是很热的~店家和送餐员赞(*￣▽￣)y
1,配送服务很好。味道很正。
1,谢谢快递师傅，辛苦啦
1,送的很快的态度很好食物也好
1,够爽，好吃，一个人吃有点多
1,好吃，小贵。比附近另一家对我口味
1,"送餐很快,大哥说汤洒了一点儿,我觉得态度还是很好的,不介意。他家这抄手一如既往的好啊"
1,送餐及时，味道不错～～优惠了好多～
1,味儿很正！也准时！赞一个！
1,"卤肉饭不要这么好吃好吗！！！分开放我很喜欢,盒子也很大,配菜真心很全面,酸萝卜胡萝卜紫菜花,泡脚。凉粉不是很辣,以后就翻你家牌牌了,哈哈哈"
1,送餐员态度很好，效率高
1,"很好,很实惠"
1,配送员很好
1,抄手很难吃，慎点，巧手大拌菜推荐，真的不错
1,不错，就是餐盒贵
1,火烧夹肉好咸啊！没法吃。其他还行
1,"味道不错,配送速度比预计快"
0,菜品质量好，味道好，就是百度的问题，总是用运力原因来解释，我也不懂这是什么原因，晚了三个小时呵呵厉害吧！反正订了就退不了，只能干等……
0,分量还可以……就是有点没特色……下回不吃啦
0,没什么味道，送来的晚凉了
0,送餐送错，还狡辩不给补偿，送餐时间3个小时，百度送餐员更是素质卑劣，额外还要加收17元的外送费。百度客服也没用，也没有解决！
0,完全不值得信任，出尔反而
0,最差餐厅，没有之一
0,感觉不太好吃，价格贵。但是百度外卖的送餐人员态度很好！
0,没发票，乱收费，订单没到就被完成了
0,量很大，但是味道真的一般。等了一个多小时才送到，达到了超时赔付的时间，感觉百度超时赔付就是个摆设
0,头一天看同事点的三份菜就一大盆，今天点了四份菜才一小碗……差太大吧，辣椒花椒太多，非常油腻……
0,点了200多块吧，整份鱿鱼卷只有3个，土豆片没见到，丝瓜没见到，总之整份比平时半份还少，不建议一次点很多，三种菜品和十几种菜品都是同规格的打包盒，不会再点了。
0,"特别写了酱油炒饭不加蛋了,结果还是加蛋了"
0,每次叮嘱别放姜，回回都不当个事
0,"饭菜量很少,价位偏高,关键是不能及时开发票,让人很无语"
0,明明点的是土豆红烧肉盖饭送来的却是土豆牛肉盖饭，是店家太忙还是认不清字啊！两个盖饭也不是一个价格多收了我4元钱。
0,不好吃，不像厨师做的，连家常菜不如
0,.炒菜都不放盐的？咖喱炒饭没吃就扔了！太失望，差
1,挺不错的、不过有点辣
0,完全送错，没有一个菜是一样的，我也真是服了。送餐员在还没有送到的情况下就确认完成，这都是怎么找的人啊
1,今天送的很快，快递员态度好，味道很好
0,送餐太慢，每次都超时，商家都在催促
0,肉臭了，态度还十分恶劣，必须差评
0,肉臭了，态度还十分恶劣，不处理，不要再定这家了
0,价格太高，菜量太少
